rating,title,text,helpful_vote,verified_purchase
5,it works fine to go from an Intel NUC mini box USB ...,it works fine to go from an Intel NUC mini box USB output to my very old ViewSonic monitor. Same with the audio.,0,True
3,Still Behind Intel for Gaming,"This is AMDs version of going from an IPhone 8 to an iPhone 9. They want you to pay up again a year later for a marginal performance increase over last years product. A 10-15% performance increase cannot justify the upgrade unless you just love to spend money.<br />You would not even notice the gains in FPS. Going from 110 FPS to 125 FPS wouldn’t be noticeable for the majority of gamers. AMD still is behind Intel in clock speed and this cpu has virtually no overclock headroom so it cannot compete with the Now equally priced core i5-9600k in gaming. Just as the Ryzen 7 3700 cannot compete with the core i7-9700k. Sorry, but don’t believe the hype train. Facts are facts. I returned this and got an Intel because I don’t care about what’s popular I just want the best I can afford. Brand loyalty is for suckers.",2,True
5,A must have to protect your intellectual property!,"Works like a charm!  Does not provide power to chip.  I can program via Arduino IDE is using avrdude via terminal on my Mac.  Setting fuses is easy, clearing EEPRON, etc.  very nice little unit!<br /><br />To lick (protect) chip, set lick fuses to 0x0C after programming.",1,True
5,"Very network friendly, faster on my home network than my Surface Pro 7 with an Intel i5",Speed,0,True
5,Great Intel Gigabit Replacement Network Adapter.,"Intel Gigabit CT PCI-E Network Adapter, good replacement adapter for a bad network connector on computer motherboards. Plug and Play adapter.",0,True
5,Intel 330 SSD 240 GB drive,The drive arrived on the delivery date promised in good shape. Installation was easy. The drive is very fast. I used True image software to clone the Win 7 os.,0,True
5,"Can i just say I am defintely technically challenged, ...","Can i just say I am defintely technically challenged, especially with HDMI cables withtheir little puzzle way of getting it to work (ie. Turn off tv turn off computer unplug frm tv before unplugging from computer and many different sequences such as that). This works so well, i just use my tv as my computer monitor lmao",0,False
1,Faulty Intel driver updates with faulty OS reset functionality.,"Faulty Intel driver updates with faulty OS reset functionality. Multitude of problems one exacerbating the other - crashes post an error code indicating some managed driver update from Intel attempting to access not owned memory region in kernel mode, and Win 10 OS reset operation fails with message that there is not enough space and some files need to be removed first, even though the OS reset is supposed to remove all files to begin with. What a mess.",4,True
5,Great mouse. I replaced my Microsoft Intellimouse III with ...,"Great mouse. I replaced my Microsoft Intellimouse III with this one when I sadly had to finally part with it and could not find another one. I have been using this now for a year and a half of heavy mousing, and I like it a lot - it hasn't failed me yet. Kensington is always a good choice because they have a very good replacement policy. I have had no trouble whatsoever in getting a replacement over the years for any Kensington mouse that fails me. And they usually do not. Kensington is a stand out favorite for me for over twenty years now for peripherals.",0,True
5,Simple and intelligent!,"Have been using this for about 3 months so far and I love it! I had an expensive Almond extender and an expensive, large Netgear extender - which both of them would constantly get knocked off the WiFi and I would have to constantly go through the whole process of setting them back up which got EXTREMELY annoying! I have yet to have to do that with this little guy. The power has gone out several times and it hooks itself back up. To hook it up, you plug it in, hit the WPS button on your Router and the WPS button on this and your done... COULD NOT BE MORE SIMPLE!",0,True
1,Unintelligible instructions,Terrible product with no ability to understand how to set them up.,0,True
5,Using this to cool an Intel 7th Gen Intel Core Desktop Processor i7-7700K ...,Using this to cool an Intel 7th Gen Intel Core Desktop Processor i7-7700K (BX80677I77700K). keeps it down to around 55-60c while gaming in Battlegrounds or Battlefield 4 on Ultra settings.,1,True
4,A nice upgrade from my older Asus Intel 4770 laptop.,Great design overall. Comfortable keyboard and touchpad. Great performance for gaming. Warframe gets around 200-300fps easily.  I've been highly impressed with AMD processors I've built two desktops with them and they out perform Intel. Always research before you buy. It seems ASUS makes a great line of laptops and motherboards. I am always impressed with their products. This is a great value laptop for the price.,12,True
5,Great RAM for INTEL - Not for AMD - This is NOT on AMD QVL,This ended up on my Asus motherboard for Ryzen QVL list - might be on yours too but BEWARE the mobo manufacture probably makes a similar board for Intel CPU.  This didnot work PROPERLY in my Asus / Ryzen motherboard - would not meet speed or timing specs - looked it up and sure enough it is OPTIMIZED for INTEL. Slapped in my i5 and it worked beautiful.  I don't understand why they try to push this as for AMD - Yes you can get it to limp along easily but have to mess with timings to get it close to spes.. Who need that...<br />WARNING - DON'T JUST CHECK THE Motherboard QVL - Check the AMD QVL as well and ONLY get what is on both lists. It is surprising how little is on both lists.,0,False
